run,seed,size,algo,impl,heuristic,dup,shuffle,max_nodes,max_bytes,status,solution_len,optimal,generated,expanded,duplicates,improved,open_max,closed,bytes_peak,hash_probes,iterations,last_iter_generated,max_depth,seconds
194,195,3,astar,list,manhattan,gcompare,200,0,0,ok,26,-1,11309,4257,4790,89,2263,4258,475960,0.000,0,0,0,0.097336000
195,196,3,astar,list,manhattan,gcompare,200,0,0,ok,18,-1,178,67,68,0,43,68,8030,0.000,0,0,0,0.000032000
196,197,3,astar,list,manhattan,gcompare,200,0,0,ok,22,-1,2492,937,1029,20,526,938,106872,0.000,0,0,0,0.003640000
197,198,3,astar,list,manhattan,gcompare,200,0,0,ok,16,-1,217,82,82,0,53,83,9855,0.000,0,0,0,0.000043000
198,199,3,astar,list,manhattan,gcompare,200,0,0,ok,20,-1,1636,612,676,12,348,613,70153,0.000,0,0,0,0.001600000
199,200,3,astar,list,manhattan,gcompare,200,0,0,ok,16,-1,551,206,225,4,120,207,23871,0.000,0,0,0,0.000210000
0,1,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,1737,646,709,26,382,1028,368648,0.585,0,0,0,0.000093000
1,2,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,1383,513,553,8,317,830,368648,0.539,0,0,0,0.000064000
2,3,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,505,188,191,0,126,314,368648,0.456,0,0,0,0.000022000
3,4,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,809,304,321,6,184,488,368648,0.486,0,0,0,0.000033000
4,5,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,508,193,206,7,109,302,368648,0.493,0,0,0,0.000021000
5,6,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,2021,752,834,31,435,1187,368648,0.626,0,0,0,0.000092000
6,7,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,853,313,336,7,204,517,368648,0.469,0,0,0,0.000036000
7,8,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,1139,425,457,10,257,682,368648,0.552,0,0,0,0.000048000
8,9,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,1225,459,485,3,281,740,368648,0.538,0,0,0,0.000051000
9,10,3,astar,fast,manhattan,gcompare,200,0,0,ok,28,-1,13951,5240,6041,193,2670,7910,425992,1.360,0,0,0,0.000862000
10,11,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,1588,590,637,4,361,951,368648,0.612,0,0,0,0.000074000
11,12,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,1333,497,528,12,308,805,368648,0.539,0,0,0,0.000058000
12,13,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,776,287,301,5,188,475,368648,0.453,0,0,0,0.000032000
13,14,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,836,310,330,3,196,506,368648,0.505,0,0,0,0.000035000
14,15,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,1922,722,786,27,414,1136,368648,0.598,0,0,0,0.000085000
15,16,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,2312,860,934,15,518,1378,368648,0.648,0,0,0,0.000109000
16,17,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,604,226,234,4,144,370,368648,0.471,0,0,0,0.000025000
17,18,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,348,132,136,1,80,212,368648,0.441,0,0,0,0.000013000
18,19,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,1108,412,472,17,224,636,368648,0.544,0,0,0,0.000046000
19,20,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,2361,882,971,24,508,1390,368648,0.665,0,0,0,0.000106000
20,21,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,2589,967,1083,29,539,1506,368648,0.702,0,0,0,0.000122000
21,22,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,267,99,101,1,67,166,368648,0.410,0,0,0,0.000010000
22,23,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,2499,929,1024,36,546,1475,368648,0.646,0,0,0,0.000115000
23,24,3,astar,fast,manhattan,gcompare,200,0,0,ok,16,-1,259,92,95,1,72,164,368648,0.391,0,0,0,0.000010000
24,25,3,astar,fast,manhattan,gcompare,200,0,0,ok,28,-1,6152,2326,2582,74,1244,3570,376840,1.068,0,0,0,0.000343000
25,26,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,1130,419,458,14,253,672,368648,0.547,0,0,0,0.000052000
26,27,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,599,221,235,5,143,364,368648,0.438,0,0,0,0.000024000
27,28,3,astar,fast,manhattan,gcompare,200,0,0,ok,16,-1,172,61,60,0,51,112,368648,0.374,0,0,0,0.000007000
28,29,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,163,60,61,1,42,102,368648,0.377,0,0,0,0.000006000
29,30,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,603,223,230,1,150,373,368648,0.440,0,0,0,0.000025000
30,31,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,667,250,266,6,151,401,368648,0.468,0,0,0,0.000027000
31,32,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,611,228,238,1,145,373,368648,0.452,0,0,0,0.000024000
32,33,3,astar,fast,manhattan,gcompare,200,0,0,ok,28,-1,8899,3357,3732,116,1810,5167,409608,1.163,0,0,0,0.000517000
33,34,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,4696,1771,1941,47,984,2755,368648,0.927,0,0,0,0.000240000
34,35,3,astar,fast,manhattan,gcompare,200,0,0,ok,28,-1,14537,5459,6247,189,2831,8290,819216,1.373,0,0,0,0.000931000
35,36,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,2253,846,922,17,485,1331,368648,0.650,0,0,0,0.000106000
36,37,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,635,235,246,5,154,389,368648,0.451,0,0,0,0.000025000
37,38,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,720,269,286,6,165,434,368648,0.463,0,0,0,0.000029000
38,39,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,1449,539,574,12,336,875,368648,0.552,0,0,0,0.000064000
39,40,3,astar,fast,manhattan,gcompare,200,0,0,ok,18,-1,388,143,153,3,92,235,368648,0.429,0,0,0,0.000015000
40,41,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,1779,659,714,12,406,1065,368648,0.611,0,0,0,0.000081000
41,42,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,4723,1766,1991,55,966,2732,368648,0.931,0,0,0,0.000251000
42,43,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,1257,467,504,15,286,753,368648,0.530,0,0,0,0.000055000
43,44,3,astar,fast,manhattan,gcompare,200,0,0,ok,28,-1,13770,5162,5972,232,2636,7798,425992,1.369,0,0,0,0.000873000
44,45,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,147,55,54,0,38,93,368648,0.404,0,0,0,0.000006000
45,46,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,1119,416,451,14,252,668,368648,0.516,0,0,0,0.000050000
46,47,3,astar,fast,manhattan,gcompare,200,0,0,ok,18,-1,239,88,91,2,60,148,368648,0.420,0,0,0,0.000009000
47,48,3,astar,fast,manhattan,gcompare,200,0,0,ok,18,-1,559,206,216,3,137,343,368648,0.453,0,0,0,0.000023000
48,49,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,2250,846,919,26,485,1331,368648,0.660,0,0,0,0.000105000
49,50,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,2904,1101,1208,40,595,1696,368648,0.713,0,0,0,0.000133000
50,51,3,astar,fast,manhattan,gcompare,200,0,0,ok,18,-1,369,137,149,3,83,220,368648,0.440,0,0,0,0.000013000
51,52,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,374,140,142,0,92,232,368648,0.418,0,0,0,0.000013000
52,53,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,3236,1211,1331,29,694,1905,368648,0.755,0,0,0,0.000152000
53,54,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,674,251,274,10,149,400,368648,0.468,0,0,0,0.000029000
54,55,3,astar,fast,manhattan,gcompare,200,0,0,ok,18,-1,885,326,349,3,210,536,368648,0.541,0,0,0,0.000040000
55,56,3,astar,fast,manhattan,gcompare,200,0,0,ok,18,-1,380,139,143,1,98,237,368648,0.409,0,0,0,0.000015000
56,57,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,2553,956,1045,19,552,1508,368648,0.668,0,0,0,0.000115000
57,58,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,5325,2001,2239,89,1085,3086,376840,0.948,0,0,0,0.000278000
58,59,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,901,333,362,8,206,539,368648,0.521,0,0,0,0.000037000
59,60,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,2417,898,980,15,539,1437,368648,0.712,0,0,0,0.000112000
60,61,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,432,160,166,2,106,266,368648,0.427,0,0,0,0.000016000
61,62,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,1070,399,431,10,240,639,368648,0.537,0,0,0,0.000044000
62,63,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,2479,931,1008,34,540,1471,368648,0.693,0,0,0,0.000109000
63,64,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,2606,974,1081,30,551,1525,368648,0.711,0,0,0,0.000116000
64,65,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,582,217,223,2,142,359,368648,0.451,0,0,0,0.000022000
65,66,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,1034,385,418,8,231,616,368648,0.516,0,0,0,0.000042000
66,67,3,astar,fast,manhattan,gcompare,200,0,0,ok,18,-1,1096,407,451,6,238,645,368648,0.528,0,0,0,0.000045000
67,68,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,3358,1261,1380,38,717,1978,368648,0.757,0,0,0,0.000155000
68,69,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,842,316,337,8,189,505,368648,0.537,0,0,0,0.000034000
69,70,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,3337,1255,1379,46,703,1958,368648,0.760,0,0,0,0.000155000
70,71,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,2894,1082,1194,22,618,1700,368648,0.730,0,0,0,0.000131000
71,72,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,825,305,330,6,190,495,368648,0.488,0,0,0,0.000033000
72,73,3,astar,fast,manhattan,gcompare,200,0,0,ok,12,-1,38,13,12,0,13,26,368648,0.324,0,0,0,0.000002000
73,74,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,982,366,401,15,215,581,368648,0.516,0,0,0,0.000039000
74,75,3,astar,fast,manhattan,gcompare,200,0,0,ok,16,-1,236,86,87,1,63,149,368648,0.387,0,0,0,0.000009000
75,76,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,2722,1035,1136,36,551,1586,368648,0.688,0,0,0,0.000126000
76,77,3,astar,fast,manhattan,gcompare,200,0,0,ok,14,-1,201,72,73,0,56,128,368648,0.375,0,0,0,0.000007000
77,78,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,1239,466,500,11,273,739,368648,0.525,0,0,0,0.000054000
78,79,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,1413,531,569,13,313,844,368648,0.569,0,0,0,0.000060000
79,80,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,4393,1649,1836,56,908,2557,368648,0.898,0,0,0,0.000219000
80,81,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,4071,1521,1682,43,868,2389,368648,0.852,0,0,0,0.000202000
81,82,3,astar,fast,manhattan,gcompare,200,0,0,ok,16,-1,118,42,43,1,33,75,368648,0.368,0,0,0,0.000005000
82,83,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,2208,830,884,15,494,1324,368648,0.641,0,0,0,0.000103000
83,84,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,2592,961,1047,14,584,1545,368648,0.681,0,0,0,0.000119000
84,85,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,1794,671,718,16,405,1076,368648,0.589,0,0,0,0.000078000
85,86,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,6397,2406,2680,85,1311,3717,376840,1.107,0,0,0,0.000349000
86,87,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,5161,1935,2155,65,1071,3006,376840,0.953,0,0,0,0.000272000
87,88,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,889,331,350,8,208,539,368648,0.528,0,0,0,0.000041000
88,89,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,1918,709,771,20,438,1147,368648,0.596,0,0,0,0.000087000
89,90,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,2633,983,1063,19,587,1570,368648,0.674,0,0,0,0.000125000
90,91,3,astar,fast,manhattan,gcompare,200,0,0,ok,18,-1,398,146,155,1,97,243,368648,0.423,0,0,0,0.000015000
91,92,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,1582,591,624,14,367,958,368648,0.557,0,0,0,0.000068000
92,93,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,10216,3824,4408,166,1984,5808,409608,1.223,0,0,0,0.000602000
93,94,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,1640,613,666,10,361,974,368648,0.606,0,0,0,0.000077000
94,95,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,5174,1938,2158,62,1078,3016,376840,0.979,0,0,0,0.000272000
95,96,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,1807,682,742,18,383,1065,368648,0.616,0,0,0,0.000083000
96,97,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,4694,1766,1955,51,973,2739,368648,0.909,0,0,0,0.000231000
97,98,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,860,320,346,6,194,514,368648,0.499,0,0,0,0.000036000
98,99,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,424,156,159,2,109,265,368648,0.407,0,0,0,0.000015000
99,100,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,1365,517,552,13,296,813,368648,0.534,0,0,0,0.000059000
100,101,3,astar,fast,manhattan,gcompare,200,0,0,ok,16,-1,57,21,20,0,16,37,368648,0.357,0,0,0,0.000002000
101,102,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,6791,2547,2914,108,1330,3877,376840,1.116,0,0,0,0.000402000
102,103,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,688,259,272,2,157,416,368648,0.466,0,0,0,0.000030000
103,104,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,941,350,391,16,200,550,368648,0.528,0,0,0,0.000040000
104,105,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,3349,1244,1378,51,727,1971,368648,0.763,0,0,0,0.000169000
105,106,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,1121,420,456,9,245,665,368648,0.544,0,0,0,0.000049000
106,107,3,astar,fast,manhattan,gcompare,200,0,0,ok,14,-1,49,17,16,0,16,33,368648,0.333,0,0,0,0.000002000
107,108,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,702,264,271,4,167,431,368648,0.451,0,0,0,0.000028000
108,109,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,4223,1564,1728,40,931,2495,368648,0.876,0,0,0,0.000203000
109,110,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,946,351,377,4,218,569,368648,0.514,0,0,0,0.000038000
110,111,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,4777,1799,2004,65,974,2773,368648,0.924,0,0,0,0.000237000
111,112,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,2835,1064,1181,34,590,1654,368648,0.713,0,0,0,0.000132000
112,113,3,astar,fast,manhattan,gcompare,200,0,0,ok,18,-1,84,30,29,0,25,55,368648,0.373,0,0,0,0.000003000
113,114,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,4537,1694,1879,60,964,2658,368648,0.872,0,0,0,0.000218000
114,115,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,2262,846,947,28,469,1315,368648,0.643,0,0,0,0.000099000
115,116,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,471,176,186,4,109,285,368648,0.445,0,0,0,0.000017000
116,117,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,752,282,299,5,171,453,368648,0.486,0,0,0,0.000030000
117,118,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,1604,604,641,13,359,963,368648,0.566,0,0,0,0.000066000
118,119,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,2075,776,845,20,454,1230,368648,0.615,0,0,0,0.000089000
119,120,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,2402,897,968,13,537,1434,368648,0.680,0,0,0,0.000103000
120,121,3,astar,fast,manhattan,gcompare,200,0,0,ok,18,-1,565,210,214,2,141,351,368648,0.445,0,0,0,0.000020000
121,122,3,astar,fast,manhattan,gcompare,200,0,0,ok,16,-1,174,63,64,1,47,110,368648,0.393,0,0,0,0.000014000
122,123,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,4340,1619,1806,48,915,2534,368648,0.904,0,0,0,0.000208000
123,124,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,2985,1120,1238,32,627,1747,368648,0.746,0,0,0,0.000141000
124,125,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,1555,582,629,16,344,926,368648,0.564,0,0,0,0.000065000
125,126,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,1888,701,756,17,431,1132,368648,0.600,0,0,0,0.000080000
126,127,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,629,233,250,7,146,379,368648,0.460,0,0,0,0.000025000
127,128,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,1864,695,755,21,414,1109,368648,0.612,0,0,0,0.000086000
128,129,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,5494,2059,2281,74,1154,3213,376840,0.984,0,0,0,0.000279000
129,130,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,247,93,100,4,54,147,368648,0.419,0,0,0,0.000010000
130,131,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,995,372,396,6,227,599,368648,0.505,0,0,0,0.000040000
131,132,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,4759,1781,1991,72,987,2768,368648,0.899,0,0,0,0.000234000
132,133,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,1002,373,402,9,227,600,368648,0.514,0,0,0,0.000042000
133,134,3,astar,fast,manhattan,gcompare,200,0,0,ok,18,-1,547,201,211,3,135,336,368648,0.443,0,0,0,0.000021000
134,135,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,2833,1067,1155,30,611,1678,368648,0.686,0,0,0,0.000128000
135,136,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,4294,1605,1804,50,885,2490,368648,0.859,0,0,0,0.000203000
136,137,3,astar,fast,manhattan,gcompare,200,0,0,ok,18,-1,173,64,66,1,43,107,368648,0.395,0,0,0,0.000006000
137,138,3,astar,fast,manhattan,gcompare,200,0,0,ok,16,-1,54,18,17,0,19,37,368648,0.321,0,0,0,0.000002000
138,139,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,3313,1249,1372,46,692,1941,368648,0.751,0,0,0,0.000158000
139,140,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,2574,960,1052,29,562,1522,368648,0.661,0,0,0,0.000114000
140,141,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,3456,1290,1435,39,731,2021,368648,0.806,0,0,0,0.000162000
141,142,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,935,351,386,10,198,549,368648,0.509,0,0,0,0.000037000
142,143,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,4446,1658,1873,38,915,2573,368648,0.911,0,0,0,0.000212000
143,144,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,1932,715,804,32,413,1128,368648,0.623,0,0,0,0.000085000
144,145,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,240,90,91,0,59,149,368648,0.427,0,0,0,0.000009000
145,146,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,469,172,181,4,116,288,368648,0.423,0,0,0,0.000016000
146,147,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,2694,1005,1089,28,600,1605,368648,0.687,0,0,0,0.000117000
147,148,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,3850,1445,1583,46,822,2267,368648,0.821,0,0,0,0.000182000
148,149,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,2012,764,820,21,428,1192,368648,0.612,0,0,0,0.000086000
149,150,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,7291,2728,3090,71,1473,4201,409608,1.200,0,0,0,0.000410000
150,151,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,1570,584,629,14,357,941,368648,0.592,0,0,0,0.000069000
151,152,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,3078,1157,1263,36,658,1815,368648,0.724,0,0,0,0.000143000
152,153,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,3333,1242,1352,26,739,1981,368648,0.752,0,0,0,0.000154000
153,154,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,714,269,281,4,164,433,368648,0.471,0,0,0,0.000027000
154,155,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,4384,1650,1812,50,922,2572,368648,0.878,0,0,0,0.000214000
155,156,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,1062,393,417,5,252,645,368648,0.498,0,0,0,0.000043000
156,157,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,4346,1639,1794,46,913,2552,368648,0.882,0,0,0,0.000206000
157,158,3,astar,fast,manhattan,gcompare,200,0,0,ok,12,-1,135,49,48,0,38,87,368648,0.396,0,0,0,0.000006000
158,159,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,2171,812,870,18,489,1301,368648,0.635,0,0,0,0.000095000
159,160,3,astar,fast,manhattan,gcompare,200,0,0,ok,18,-1,925,343,372,7,210,553,368648,0.481,0,0,0,0.000037000
160,161,3,astar,fast,manhattan,gcompare,200,0,0,ok,18,-1,68,25,24,0,19,44,368648,0.358,0,0,0,0.000003000
161,162,3,astar,fast,manhattan,gcompare,200,0,0,ok,12,-1,37,12,11,0,14,26,368648,0.306,0,0,0,0.000002000
162,163,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,3680,1378,1558,73,744,2122,368648,0.783,0,0,0,0.000172000
163,164,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,991,371,402,11,218,589,368648,0.517,0,0,0,0.000040000
164,165,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,1895,703,755,7,437,1140,368648,0.615,0,0,0,0.000082000
165,166,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,585,218,235,4,132,350,368648,0.454,0,0,0,0.000023000
166,167,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,7855,2943,3365,116,1547,4490,409608,1.184,0,0,0,0.000441000
167,168,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,871,328,351,10,192,520,368648,0.505,0,0,0,0.000036000
168,169,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,2651,994,1082,24,575,1569,368648,0.703,0,0,0,0.000122000
169,170,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,787,293,317,10,177,470,368648,0.495,0,0,0,0.000031000
170,171,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,3910,1472,1607,44,831,2303,368648,0.808,0,0,0,0.000187000
171,172,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,728,270,285,3,173,443,368648,0.469,0,0,0,0.000038000
172,173,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,806,299,323,7,184,483,368648,0.492,0,0,0,0.000032000
173,174,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,2551,954,1060,21,537,1491,368648,0.679,0,0,0,0.000116000
174,175,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,3312,1236,1366,31,710,1946,368648,0.780,0,0,0,0.000154000
175,176,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,2790,1047,1147,35,596,1643,368648,0.716,0,0,0,0.000127000
176,177,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,806,304,326,12,176,480,368648,0.493,0,0,0,0.000031000
177,178,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,6459,2411,2683,64,1365,3776,376840,1.093,0,0,0,0.000328000
178,179,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,457,169,179,4,109,278,368648,0.454,0,0,0,0.000018000
179,180,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,2018,752,820,17,446,1198,368648,0.614,0,0,0,0.000087000
180,181,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,967,363,387,8,217,580,368648,0.514,0,0,0,0.000038000
181,182,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,1919,719,782,19,418,1137,368648,0.628,0,0,0,0.000083000
182,183,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,7730,2905,3246,79,1579,4484,409608,1.177,0,0,0,0.000433000
183,184,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,872,322,347,11,203,525,368648,0.488,0,0,0,0.000036000
184,185,3,astar,fast,manhattan,gcompare,200,0,0,ok,14,-1,164,61,60,0,43,104,368648,0.387,0,0,0,0.000007000
185,186,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,786,292,313,7,181,473,368648,0.478,0,0,0,0.000030000
186,187,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,1262,473,509,14,280,753,368648,0.534,0,0,0,0.000053000
187,188,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,3643,1367,1490,30,786,2153,368648,0.813,0,0,0,0.000172000
188,189,3,astar,fast,manhattan,gcompare,200,0,0,ok,28,-1,10810,4052,4630,207,2128,6180,425992,1.182,0,0,0,0.000622000
189,190,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,5057,1899,2122,83,1036,2935,376840,0.941,0,0,0,0.000257000
190,191,3,astar,fast,manhattan,gcompare,200,0,0,ok,22,-1,1301,487,543,22,271,758,368648,0.559,0,0,0,0.000055000
191,192,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,2514,938,1039,34,537,1475,368648,0.676,0,0,0,0.000114000
192,193,3,astar,fast,manhattan,gcompare,200,0,0,ok,24,-1,2615,974,1071,32,570,1544,368648,0.686,0,0,0,0.000118000
193,194,3,astar,fast,manhattan,gcompare,200,0,0,ok,20,-1,1936,721,785,10,430,1151,368648,0.605,0,0,0,0.000081000
194,195,3,astar,fast,manhattan,gcompare,200,0,0,ok,26,-1,4061,1533,1673,45,855,2388,368648,0.836,0,0,0,0.000197000
195,196,3,astar,fast,manhattan,gcompare,200,0,0,ok,18,-1,115,43,42,0,30,73,368648,0.386,0,0,0,0.000005000
